business_id,name,city,state,postal_code,stars,review_count,is_open
Zj3hKT7KlKSCAb4XCz4dgQ,Lao Ching Hing,Phoenix,AZ,85008,3.0,42.0,0
9QgkfSUUY5bq0rO7sAq0cA,Panda Express,Phoenix,AZ,85017,2.5,5.0,1
4WdOHSK1c3KeRG2nX85R1A,Carniceria Puerto Del Todro,Phoenix,AZ,85032,3.5,4.0,0
3l5TusofKjr8rk6-DDtuoQ,Rotana,Phoenix,AZ,85022,3.5,126.0,0
p7r2ZiCBrZ3S7mKpNoixUg,Terrace Cafe At Hyatt Regency Phoenix,Phoenix,AZ,85004,1.5,3.0,1
fBtegqjUf8PxjlbxGZxPNg,La Mirage,Phoenix,AZ,85053,,3.0,0
60PisC_7NGkA8Tj1UGcpGg,La Hawaiiana,Phoenix,AZ,85031,3.5,16.0,1
rdgMBpMVzjgpdZNazZlfJQ,Safeway Food & Drug,Phoenix,AZ,85022,2.5,11.0,1
SgFJaawsw9ATzuUmS7ho_w,Cold Stone Creamery,Phoenix,AZ,85016,2.5,46.0,1
tFcmrGLZNEymSnijoTPmqw,Desert Jade,Phoenix,AZ,85018,3.5,258.0,1
DMyoxEaTGTakZxWgh1D5bw,Seasons 52,Phoenix,AZ,85016,4.0,743.0,1
7JYjXxB9tnAeSn6-NNSq8Q,Subway,Phoenix,AZ,85003,2.0,6.0,0
FUfhU3aUnzTycLjRvImZBg,Paradise Bakery & Cafe,Phoenix,AZ,85034,3.0,82.0,0
-hn7E7b3VwRjwhNEDgmGIQ,Two Hippies Breakfast Joint,Phoenix,AZ,85013,3.0,,0
4x55GDKIP4oHh7H2TKaaHg,IHOP,Phoenix,AZ,85035,1.5,117.0,1
rBBAD_fHaYnqWC_APHO2SQ,Go Go China,Phoenix,AZ,85032,3.0,82.0,1
7ZV8nQj4a6wbVqLObze3DA,Vincent's Saturday Camelback Market,Phoenix,AZ,85018,4.0,37.0,1
Qb1amWCBTeBQQzQyrkyNAg,Middle Eastern Bakery & Deli,Phoenix,AZ,85014,4.5,383.0,1
bHqJQxPF-VL95tjAUYtK6w,Streets of New York,Phoenix,AZ,85020,3.0,,0
ytd5Jjrs0iMpIL-r0h5EFQ,Smart & Final Extra!,Phoenix,AZ,85032,3.5,12.0,1
DbuVGCty11JECsTX7brzhQ,Cafe Chiwas,Phoenix,AZ,85006,4.5,3.0,0
355zerURpj4IMs2no238_A,Pei Wei,Phoenix,AZ,85022,2.5,198.0,1
Fs9ObcPIZ8YeOUI3RPi0TQ,Circle K,Phoenix,AZ,85041,2.5,5.0,1
laH5gNcV5N-3zHuQu-GEBg,Blue Saguaro Cafe,Phoenix,AZ,85020,3.5,9.0,0
Smdqo6eRtc6c4QL80RgDIA,House of Blunt's Smoke Shop,Phoenix,AZ,85008,5.0,5.0,0
JUL-shf4reuif6Sc5QYWnQ,El Rey De Los Ostiones,Phoenix,AZ,85017,5.0,8.0,1
rNNVuA-xq1SVEQaLzrK4bw,Eribertos Mexican Food,Phoenix,AZ,85013,3.5,85.0,1
0N98aH5-d3JWorzd3ivXiA,Sassy Cakes By Nina,Phoenix,AZ,85016,4.5,49.0,1
plWuv4gda7m0KlqCNhrb4w,Angels Trumpet Ale House,Phoenix,AZ,85004,4.0,1168.0,1
vv--IXro46OuHpYua5XYHw,Sky Cafe,Phoenix,AZ,85040,3.5,3.0,1
53BSdnhzcCBfBH_6TgX63Q,Rosati's Pizza,Phoenix,AZ,85018,3.0,238.0,1
qYNl7Qh-YetWdMQTzX-jZA,Julioberto's Fresh Mexican Food,Phoenix,AZ,85016,3.0,53.0,1
liV3Ka7IdUVvPC92wjUrUw,Phoenix Wine Parties,Phoenix,AZ,85018,5.0,,1
eZhrK4eAn47tNEDXwFr8OA,Burger Factory,Phoenix,AZ,85013,3.5,132.0,1
f0X3jm4H4pfBT_eZeneqoQ,Walgreens,Phoenix,AZ,85015,3.0,16.0,1
WrNuRG-tbOzcn3e8ECA43Q,El Super,Phoenix,AZ,85016,3.0,22.0,1
2iLeiQ4OCJVwfodR9egMag,Lucky Strike - Phoenix,Phoenix,AZ,85003,3.5,259.0,1
si6nnecyffD85-m_oDolbw,Ancient Therapies Studio,Phoenix,AZ,85007,5.0,,0
gnVN5lzHX4n0Nd9ogoHQNA,Jamba Juice,Phoenix,AZ,85032,3.0,38.0,1
YDZRlB762hEebm2OyZISiQ,Two Hippies Dropped Out of College and Opened a Pizzeria,Phoenix,AZ,85013,3.0,39.0,0
CbpQD3NxSEoN4v7VDXYHAA,GreenMix,Phoenix,AZ,85048,3.5,22.0,0
EkVknA09dX93AX30-_Ew_A,QuikTrip,Phoenix,AZ,85053,4.0,8.0,1
Lkq-3a2oZUPDSUWBRzUXWg,Senor Pizza,Phoenix,AZ,85042,4.0,41.0,0
VIDVASjenNoR2UHEo9oQug,Jersey Mike's Subs,Phoenix,AZ,85003,3.5,40.0,0
9NDWU7w-Pau6gZwAxnJucw,Red Rim Bistro,Phoenix,AZ,85008,3.5,6.0,1
AheA5X4tjY9Amih0yQ8wIw,Le Ragazze,Phoenix,AZ,85048,4.0,23.0,0
MFgm3Hc-348wR9xfKP_Zdw,Turris Taco Shop,Phoenix,AZ,85015,4.0,,0
-LbNfYuwyvTDFjh7TFygug,la Madeleine French Bakery & Cafe,Phoenix,AZ,85003,3.5,49.0,1
ovAZ98BAEuTcVoCD7ipHFw,QuikTrip,Phoenix,AZ,85043,4.0,6.0,1
GG9C8XV4qakEehp30bPfvw,Alpine Freezer,Phoenix,AZ,85040,1.5,5.0,1
s9n4QJcwjmKAtncXTq35fw,Dagwood's,Phoenix,AZ,85018,2.5,3.0,0
sXoIcZlAQdQS08IqRBL0dg,ZK Grill,Phoenix,AZ,85048,4.0,127.0,1
PtEjNgkWfLk5GTGa4hQfxQ,Dunkin',Phoenix,AZ,85015,3.0,42.0,1
a4L-Fy0agN3RNM7O49bIHA,CRUjiente Tacos,Phoenix,AZ,85018,4.5,319.0,1
fHzQNceJdG0H4HNddY8MVg,Vape Shop AZ,Phoenix,AZ,85015,5.0,9.0,0
kX7WbqeZX10OjAFjWoe6ww,King Wong Chinese Food,Phoenix,AZ,85040,3.0,19.0,1
CIxdc0XIFOf2NyuZga8x1Q,Clarendon Kitchen + Bar C4,Phoenix,AZ,85013,3.0,28.0,0
fbUKZMGNdzQbb3zksGlQXg,Down South Restaurant,Phoenix,AZ,85034,3.0,10.0,0
07wrZtaTar8BjJVZlFdYDQ,Audi Quattro Lounge,Phoenix,AZ,85004,4.0,4.0,1
cE9mrmGoSRTH3FkIS63i-w,The Living Room Wine Cafe & Lounge,Phoenix,AZ,85006,4.0,37.0,0
01cFftHZc98jNJfJrLEJ5g,Hookmeup Gourmet Sandwiches,Phoenix,AZ,85044,4.5,149.0,0
QcTTRBfrd0rMzzuCDec_Cw,Jacquee's Espresso,Phoenix,AZ,85004,4.0,,0
k6iLobGzXA1Pd4hEvSXVnQ,PT PHO Express,Phoenix,AZ,85043,3.5,41.0,1
l7_pJgcg2onEj5QHWzVFvA,Wendy's,Phoenix,AZ,85054,,46.0,0
yvNwuGauuPn1U9bIpyVlHQ,Denny's,Phoenix,AZ,85043,2.0,,1
pPJeXGmJWhdRcUAVyk623A,The Phoenix Marketplace,Phoenix,AZ,85033,2.0,4.0,1
hkmaUwfNQtFAJFpxYOHBkg,Asahi Bakery,Phoenix,AZ,85016,4.5,96.0,1
yujobFgjCAtqsIjBn8w-Ew,ampm,Phoenix,AZ,85027,2.0,3.0,1
-WjQWbAIGyJE4vYJYUZjSQ,Little Jamaica,Phoenix,AZ,85042,2.0,,1
DCneGyZ5H_uxliaMHI0lYg,Wraps N Curry,Phoenix,AZ,85053,4.5,164.0,1
npoCLZID4WNKV5RtJijAKg,Smoke Dem Bones BBQ,Phoenix,AZ,85016,3.0,70.0,0
j5kUniYLixwp0WROjN1a1A,International 88 Market,Phoenix,AZ,85051,2.0,7.0,1
pAZg8P87w88ZrwkoivUXGQ,ampm,Phoenix,AZ,85027,1.5,5.0,1
7_1W86xkmLyBtyEdppLcmA,Caribbean Marketplace Grill,Phoenix,AZ,85015,3.5,29.0,1
omU26JKzbqXhugm0O2U1mA,First Watch,Phoenix,AZ,85013,4.0,309.0,1
MQC_pj0oDtENPFP8nhoh2Q,Walmart Supercenter,Phoenix,AZ,85041,1.5,68.0,1
Buoax_u7glzilOwKEwGlAQ,Mighty Mikes,Phoenix,AZ,85017,1.0,3.0,0
OLqtlmCXMxYBoaz4XOSovA,Dairy Queen Grill & Chill,Phoenix,AZ,85042,2.5,30.0,1
lfyg98UFNYMVk18p6LIlkw,Viet Kitchen,Phoenix,AZ,85024,4.0,376.0,1
qUrjlSVbHr6ZB7Td46hbMw,Century Grand - Platform 18,Phoenix,AZ,85018,,66.0,1
PBsFm2VoOQIglTjqwKgYZQ,Cafe Eden,Phoenix,AZ,85034,,3.0,1
m1Y7O4CZqIYpSogrOnB__A,Little Caesars Pizza,Phoenix,AZ,85017,,3.0,1
Oh_mShbdmaoRX8iZVdE0vw,Persian King,Phoenix,AZ,85032,,8.0,0
FIsikYUtIBJ0BKT_Ig-GhQ,Sonic Drive-In,Phoenix,AZ,85006,3.0,29.0,1
SSFI9syOoz84W9UnptYEPg,Pizza Hut,Phoenix,AZ,85040,2.0,46.0,1
w-zZEx0WWguQApPmFN7PYQ,Potbelly Sandwich Shop,Phoenix,AZ,85029,4.0,83.0,1
0U0odWV4aGw2k-bIUKhO2w,Ewn's 2,Phoenix,AZ,85040,3.5,18.0,0
1GWJWh9WGytmkXKdkXx6Hw,Subway Restaurants,Phoenix,AZ,85006,2.5,14.0,1
rT8DwZu7pvuWKRM1nwVuug,Bamboo China Restaurant,Phoenix,AZ,85020,3.0,40.0,1
nRsBQYkrsNQ_q78HTefNVQ,Fontanas Pizzeria,Phoenix,AZ,85032,4.0,5.0,0
TvRNDo_SfRSmTO2q6j_rFw,Southwest Restaurant Supply,Phoenix,AZ,85008,3.5,8.0,1
QnCsCbE7EQte_MDWLO1gYg,Chipotle Mexican Grill,Phoenix,AZ,85048,3.0,29.0,1
656XUeBmMzyvU62yYHptxQ,Long Wong's North Phoenix,Phoenix,AZ,85032,3.0,5.0,0
53jjJCXpXSRaHfu_ZJePRA,Joe's Diner,Phoenix,AZ,85016,4.0,148.0,0
dpywCoS-f8HcBiSTNcMJrw,McDonald's,Phoenix,AZ,85034,1.0,33.0,1
htNNxttBjRmRnP4d0XFl-w,Hungry Howie's Pizza,Phoenix,AZ,85018,2.5,37.0,1
IZDGxg1vdlK0-TFQ018-Sg,McDonald's,Phoenix,AZ,85017,3.0,20.0,1
aJR1iUWwNVBM692gq7adBA,The Wok Express,Phoenix,AZ,85034,3.5,146.0,1
prcrTVScKNTfSu0wcle0DA,Jersey Mike's Subs,Phoenix,AZ,85032,3.0,88.0,1
MFbyWskON6pqRp5-K4hIKw,Chick-fil-A,Phoenix,AZ,85016,4.0,190.0,1
4aFfEgg0o767WtN77AI_Ug,SanTan Brewing Company - Uptown Phoenix,Phoenix,AZ,85014,4.0,129.0,1
pxWIaIlAsDWk6Rk-EQczrw,Sushinola Roll,Phoenix,AZ,85019,4.0,16.0,1
RN69eCpdltAJD9q3SF8Kfw,QuikTrip,Phoenix,AZ,85019,2.5,6.0,1
nPNWTZRRZx9nBNivg_JlOg,El Tacazo,Phoenix,AZ,85040,,20.0,1
tV4di6DmjOPAcmdfIIKHXQ,Circle K,Phoenix,AZ,85053,2.0,8.0,1
5ZY9r_t-wWEiSDmNH38ndA,Circle K,Phoenix,AZ,85018,3.5,4.0,1
-exE739XC1NqZTJKjs83bg,The Original Phoenix Greek Festival,Phoenix,AZ,85016,3.5,16.0,1
46wGC_Xek4bWxx9dQvtlDQ,Gigi's Cupcakes of Phoenix,Phoenix,AZ,85018,3.0,56.0,0
k1bwHg1izaXnUz67pSx_zQ,Dairy Queen Grill & Chill,Phoenix,AZ,85012,3.0,44.0,1
-Y9woV5m-KaTzu9VpirYyg,Sapna Café,Phoenix,AZ,85007,3.5,46.0,0
pxqP6-_odivOQCVFnuAEyQ,Kabob Palace,Phoenix,AZ,85051,4.0,10.0,0
6nbmlMVmbifIjrEEbCaA6w,Old Town Sarajevo,Phoenix,AZ,85051,4.5,335.0,1
OK7sQsW9IkaRUOcdPaew9A,Walgreens,Phoenix,AZ,85042,1.5,7.0,1
0l8vLLjY1kDzFzkDaDAfWw,Super Carniceria La Hereford,Phoenix,AZ,85033,2.5,3.0,1
HGvNE87fvK5PwKMZBDkTbA,Fuego Bistro,Phoenix,AZ,85014,4.5,746.0,1
sL9eTl6IYTErwtdyQSggCw,Sprouts Farmers Market,Phoenix,AZ,85013,4.0,45.0,1
VZkIgQTE4M2wePpHUs2XHg,The Roasted Shallot,Phoenix,AZ,85003,4.5,6.0,0
BWS7gSVFPTbQw_FQXzO4og,Jack in the Box,Phoenix,AZ,85014,2.0,27.0,1
RdK6dhy4lOb2taNp-WrHjQ,El Mesquite Cocina Mexicana,Phoenix,AZ,85042,4.0,72.0,1
8XNpKETQcSLUPAROULyrOg,Clamatos La Cruda,Phoenix,AZ,85008,3.0,46.0,1
E9IPxXY6pS2gTW2FBkAJmg,The Duce,Phoenix,AZ,85004,3.5,824.0,1
F9cXFXk60E2sz_YTSCFp_Q,In-N-Out Burger,Phoenix,AZ,85032,4.0,188.0,1
0EJUqiTDtIRjEepv0gRjqg,San Francisco Chocolate Factory,Phoenix,AZ,85020,5.0,3.0,1
XvEvKbOIqbRgpjSFvB_89g,Taqueria El Compadre,Phoenix,AZ,85035,4.0,20.0,1
UtWd3LMEktL51UJyUwYwjA,El Horseshoe Restaurant,Phoenix,AZ,85009,3.5,11.0,1
l1yQDLp2ZErFhvDiJCjlKA,El Castillo Chino Chinese and Mexican Buffet,Phoenix,AZ,85040,4.0,5.0,1
HCsceGqc3Y3SiUxcpzNuDA,King Solomon's Pizza,Phoenix,AZ,85014,4.5,15.0,0
emSTCpU-JIOw2-KfqverpQ,Neveria Chay'os,Phoenix,AZ,85051,4.5,18.0,1
BvrG8XMpTtlJYWhOCbnpaQ,Mu Shu Asian Grill,Phoenix,AZ,85015,4.0,202.0,1
dRb2Xq8jorJV6tDCgmaQUg,Papa John's Pizza,Phoenix,AZ,85022,2.0,8.0,1
Z5CB1ohc5cWdPnWFCBCOHA,McDonald's,Phoenix,AZ,85013,2.5,32.0,1
VtKYA6Fu1jTDrEhDHRlUvg,Maskadores Taco shop,Phoenix,AZ,85020,4.5,117.0,1
Przkeh1xJn-xwJWK95ceUw,CreAsian Bar & Grill,Phoenix,AZ,85022,4.5,85.0,0
0MVUQtakauK3qKqfIcQWiQ,Wingettes,Phoenix,AZ,85032,3.5,40.0,0
SsNwqMQl0tQrZ5MvBVnceA,Pho Loc,Phoenix,AZ,85021,3.5,11.0,0
zqXHlfyxIeF67Ah5bXfUCQ,Circle K,Phoenix,AZ,85022,2.0,6.0,1
Xg5qEQiB-7L6kGJ5F4K3bQ,Little Miss BBQ,Phoenix,AZ,85034,5.0,,1
BWVMaAZS6DMVk_wU9jVc7w,Dairy Queen Grill & Chill,Phoenix,AZ,85024,2.5,31.0,1
LcNjrj5njXuZS3QywHj5bA,Next Step Meal Prep,Phoenix,AZ,85001,4.5,23.0,1
ujsqYa1yxduuB4wc0ASjMQ,Mercado Y Carniceria Sepulveda,Phoenix,AZ,85023,,10.0,1
fseN-tYwcbjtYm7DjjEjLw,Wang’s Express,Phoenix,AZ,85032,3.5,108.0,0
g0FtfLg0yaVb6BNIqzbbQg,Ahwatukee Eats Food Truck Festival,Phoenix,AZ,85044,4.0,3.0,1
A9aksp-YGK8FsCN9bXFLrg,Papa John's,Phoenix,AZ,85040,3.0,22.0,1
zYZPpOqo_2YrLJLOmjlgPQ,Giordano's,Phoenix,AZ,85032,3.5,182.0,0
SMXmELJ8jFBPDq3VWRlLeQ,JC Sushi & chinese,Phoenix,AZ,85053,3.5,218.0,1
oqZeUJ5glR8VMmXT6cWX9w,IHOP,Phoenix,AZ,85016,,56.0,1
pbZ2N1b7qxmzEWXtyZrk0Q,Port of Subs,Phoenix,AZ,85053,3.5,44.0,1
Fr1LlI9nCVBYD5-vc6cWyQ,City Tacos,Phoenix,AZ,85022,4.5,106.0,1
DVqWNCFofSzB5Cfv_y_vUA,Frites Street,Phoenix,AZ,85003,4.5,26.0,1
cvu61K0_g7ZIpaEPCiaNcA,Seoul BBQ & Sushi,Phoenix,AZ,85029,4.5,382.0,1
dHTGzM4_3kKEiQvab9mi9A,Panda Garden,Phoenix,AZ,85044,4.0,159.0,1
OPPgxUzAx44Qdx9qsOZgqQ,Big Cuz's Catering,Phoenix,AZ,85022,2.0,20.0,1
nVGPxMooxSiaSH_wHvcRbw,Taco Bell,Phoenix,AZ,85028,2.5,36.0,1
1HBGDxbqay9AtDbTXn7Npg,Artbar Bistro,Phoenix,AZ,85004,,5.0,1
Fy4AmYaVjiDJBa0-PtJwSQ,Carmella's Italian Kitchen and Bar,Phoenix,AZ,85032,4.0,9.0,0
cTkya76AXsXylIyl5bFn4w,Star Wok,Phoenix,AZ,85035,4.0,66.0,1
ylxqmxh2gO1yCpQkIk6o3A,Niro's Gyros,Phoenix,AZ,85044,,233.0,1
oXBe3xObDQ0HLr8Ie2F6WQ,Sun Valley Bakery,Phoenix,AZ,85017,4.5,7.0,0
a6SqJZTFMpSOR6Qb0STyFA,Arrivederci,Phoenix,AZ,85048,3.5,207.0,1
siXCBrVFOXicbM2R-33-8w,The Grind,Phoenix,AZ,85018,3.5,404.0,0
lgWB0yGXpZvupYREWxtV7g,Pane Bianco - Central,Phoenix,AZ,85012,4.0,509.0,1
W7Dt3b6H_pMIHfxn49Pkzg,Buffalo Wild Wings,Phoenix,AZ,85085,2.5,315.0,1
FeNb6ITe5qVAZWz7SsTsXQ,Fuzziwig's,Phoenix,AZ,85032,2.0,4.0,1
5TFiZOGlhyYdZ5U67QWReA,Starbucks,Phoenix,AZ,85023,3.5,41.0,1
MM572Htt9k_e96IKNyCEtA,stonegrill,Phoenix,AZ,85054,3.5,89.0,1
HlwbuZnJubtHBfXlxWDXpw,The Willow House,Phoenix,AZ,85003,2.5,12.0,0
SyZrGn035h1QgA9CY0eq2Q,Brooklyns Best Bagel and Deli,Phoenix,AZ,85050,3.5,19.0,0
E25-2ssHwsajyGtsllMXaA,Mrs White's Golden Rule Cafe,Phoenix,AZ,85034,3.5,447.0,1
D0k6_p4thgDzs98fSjeKtA,Starbucks,Phoenix,AZ,85053,2.5,11.0,1
2JV0xGXsszojof2BuEt_hw,Gallagher's,Phoenix,AZ,85024,3.0,84.0,0
D6wPh8EcJqiL3Tbc4iP1ug,The Radisson Hotel Phoenix North,Phoenix,AZ,85051,3.0,,0
VasgFCcYS8JUIdqb5KsPAQ,Yoshi Bento,Phoenix,AZ,85054,,217.0,0
ptaEu7aKv1ThePlTk6fyAA,City Square Cafe,Phoenix,AZ,85012,4.0,14.0,0
qYj9gWy53xV-AF8kFftsiw,Bashas Supermarket,Phoenix,AZ,85016,1.5,3.0,1
EsJ_iCNSHu_8N--XsK9Rjg,Raspados Solaris,Phoenix,AZ,85020,5.0,65.0,1
9Wh8GuOO9cbXKd89WAICGg,McDonald's,Phoenix,AZ,85041,2.0,29.0,1
w2_XqF8GHV26ZUKaV3uW-w,Starbucks,Phoenix,AZ,85023,4.0,13.0,1
w-q9UTLqk6njQWOJEWelwA,Wildflower,Phoenix,AZ,85034,4.5,269.0,1
nXKaLgLuLs2-S8_O-V09-A,The Magic Mushroom Burgers,Phoenix,AZ,85013,4.0,236.0,0
0NpsHL0fzaqG3WFu7HS3pA,First Cup Ethiopian Cafe,Phoenix,AZ,85015,4.5,4.0,1
wBzDqG5KTZt390PObwZm4g,Henry's Liquors,Phoenix,AZ,85029,4.0,7.0,1
cGZf3x00f3eH-EOJdAhSKw,Grill 36,Phoenix,AZ,85042,2.5,6.0,1
p64mw9sYIPtazkwXK8yhWw,La Pasadita Hot Dogs,Phoenix,AZ,85019,4.0,12.0,1
EFHpf_-SPzShCYiS-nMPWw,T&J Gyro and Burger,Phoenix,AZ,85027,3.5,3.0,0
0P7gYbegHEH0lFkwBoA0og,Front Pourch Brewing,Phoenix,AZ,85085,5.0,32.0,1
qL2v4PZwTR_oefKYmfvUoQ,MOD Pizza,Phoenix,AZ,85013,4.5,16.0,1
HRghNZCxQm0UGgvu4mk33w,Chipotle Mexican Grill,Phoenix,AZ,85016,3.0,34.0,1
cLeH08WoBoozrRco89i9Nw,Let's Do Lunch,Phoenix,AZ,85029,4.0,22.0,1
58ZoYIdM9trgdQgXLwszqw,Smashburger,Phoenix,AZ,85018,2.0,43.0,1
